iso_time,window_id,checkpoint_s,secs_left,price,strike,cushion,favorite,fav_has_book,fav_best_ask,fav_spread,fav_depth,loser_best_ask,loser_depth,our_p_win,our_edge,fillable_edge
2026-06-17T13:49:00Z,1781703900,60,59.7,65231.66,65226.99,4.67,UP,True,0.7,0.01,84.0,0.3,40.0,0.5561,-0.1439,False
2026-06-17T13:49:30Z,1781703900,30,29.5,65244.39,65226.99,17.4,UP,True,0.59,0.01,319.2,0.42,184.4,0.7181,0.1281,True
2026-06-17T13:49:45Z,1781703900,15,14.7,65247.25,65226.99,20.26,UP,True,0.95,0.01,35.6,0.06,36.4,0.8224,-0.1276,False
2026-06-17T13:53:00Z,1781704200,120,119.7,65285.28,65241.4,43.88,UP,True,0.82,0.01,64.0,0.19,822.5,0.7309,-0.0891,False
2026-06-17T13:53:30Z,1781704200,90,89.7,65246.39,65241.4,4.99,UP,True,0.4,0.01,565.7,0.61,185.8,0.5384,0.1384,True
2026-06-17T13:54:00Z,1781704200,60,59.6,65247.65,65241.4,6.26,UP,True,0.55,0.01,60.1,0.46,543.7,0.5731,0.0231,False
2026-06-17T13:54:30Z,1781704200,30,30.0,65228.76,65241.4,-12.64,DOWN,True,0.77,0.01,47.0,0.24,261.4,0.7468,-0.0232,False
2026-06-17T13:54:45Z,1781704200,15,15.0,65219.33,65241.4,-22.06,DOWN,True,0.61,0.01,39.0,0.4,398.0,0.9886,0.3786,True
2026-06-17T13:58:00Z,1781704500,120,119.9,65248.56,65275.9,-27.34,DOWN,True,0.71,0.01,699.8,0.3,445.7,0.7079,-0.0021,False
2026-06-17T13:58:30Z,1781704500,90,89.8,65242.28,65275.9,-33.62,DOWN,True,0.75,0.01,21.3,0.26,506.1,0.8642,0.1142,True
2026-06-17T13:59:00Z,1781704500,60,59.7,65210.88,65275.9,-65.02,DOWN,True,0.97,0.02,955.8,0.04,187.6,0.9691,-0.0009,False
2026-06-17T13:59:30Z,1781704500,30,29.5,65233.77,65275.9,-42.13,DOWN,True,0.92,0.01,377.2,0.09,278.0,0.9133,-0.0067,False
2026-06-17T13:59:45Z,1781704500,15,14.6,65250.74,65275.9,-25.16,DOWN,True,0.95,0.01,158.7,0.06,35.0,0.8468,-0.1032,False
2026-06-17T14:03:00Z,1781704800,120,119.7,65159.66,65238.29,-78.64,DOWN,True,0.88,0.01,1129.4,0.13,61.4,0.9065,0.0265,False
2026-06-17T14:03:30Z,1781704800,90,89.5,65145.57,65238.29,-92.73,DOWN,True,0.96,0.01,193.7,0.05,711.4,0.9838,0.0238,False
2026-06-17T14:04:00Z,1781704800,60,59.9,65209.38,65238.29,-28.91,DOWN,True,0.77,0.01,453.7,0.24,128.8,0.8159,0.0459,False
2026-06-17T14:04:30Z,1781704800,30,29.8,65156.48,65238.29,-81.82,DOWN,True,0.98,0.01,60.8,0.03,84.5,0.9986,0.0186,False
2026-06-17T14:04:45Z,1781704800,15,14.9,65142.37,65238.29,-95.93,DOWN,False,,,0.0,0.01,22446.7,1.0,,False
2026-06-17T14:08:00Z,1781705100,120,120.0,65221.56,65141.18,80.39,UP,True,0.93,0.01,620.0,0.08,1347.3,0.9357,0.0057,False
2026-06-17T14:08:30Z,1781705100,90,89.9,65282.91,65141.18,141.73,UP,True,0.99,0.01,231.9,0.01,90.8,0.9968,0.0068,False
2026-06-17T14:09:00Z,1781705100,60,59.7,65273.33,65141.18,132.15,UP,False,,,0.0,0.01,1304.9,0.9972,,False
2026-06-17T14:09:30Z,1781705100,30,29.6,65199.33,65141.18,58.15,UP,True,0.93,0.01,4.8,0.06,78.8,0.9838,0.0538,True
2026-06-17T14:09:45Z,1781705100,15,14.7,65155.82,65141.18,14.65,UP,True,0.76,0.02,62.5,0.25,70.1,0.8068,0.0468,False
2026-06-17T14:13:00Z,1781705400,120,119.7,65270.11,65157.52,112.59,UP,True,0.97,0.01,543.8,0.04,888.8,0.9662,-0.0038,False
2026-06-17T14:13:30Z,1781705400,90,89.7,65254.17,65157.52,96.65,UP,True,0.96,0.01,205.4,0.05,836.9,0.9783,0.0183,False
2026-06-17T14:14:00Z,1781705400,60,59.6,65255.1,65157.52,97.58,UP,True,0.971,0.001,25.6,0.03,222.7,0.9999,0.0289,False
2026-06-17T14:14:30Z,1781705400,30,30.0,65290.94,65157.52,133.42,UP,False,,,0.0,0.008,142.6,1.0,,False
2026-06-17T14:14:45Z,1781705400,15,14.6,65281.76,65157.52,124.24,UP,False,,,0.0,0.001,27046.0,1.0,,False
2026-06-17T14:18:00Z,1781705700,120,119.7,65278.05,65291.73,-13.69,DOWN,True,0.6,0.01,240.6,0.41,824.8,0.6051,0.0051,False
2026-06-17T14:18:30Z,1781705700,90,89.6,65276.81,65291.73,-14.93,DOWN,True,0.62,0.01,418.5,0.39,448.1,0.6906,0.0706,True
2026-06-17T14:19:00Z,1781705700,60,60.0,65220.0,65291.73,-71.73,DOWN,True,0.96,0.01,419.1,0.05,474.8,0.9964,0.0364,False
2026-06-17T14:19:30Z,1781705700,30,29.9,65223.37,65291.73,-68.36,DOWN,False,,,0.0,0.01,4496.2,0.9993,,False
2026-06-17T14:19:45Z,1781705700,15,14.9,65206.95,65291.73,-84.79,DOWN,False,,,0.0,0.01,27335.2,1.0,,False
2026-06-17T14:23:00Z,1781706000,120,119.6,65149.77,65209.46,-59.7,DOWN,True,0.86,0.01,473.8,0.15,677.8,0.8687,0.0087,False
2026-06-17T14:23:30Z,1781706000,90,89.5,65175.61,65209.46,-33.85,DOWN,True,0.73,0.04,373.0,0.3,27.1,0.7665,0.0365,False
2026-06-17T14:24:00Z,1781706000,60,59.9,65202.25,65209.46,-7.21,DOWN,True,0.6,0.01,245.7,0.41,362.0,0.5941,-0.0059,False
2026-06-17T14:24:30Z,1781706000,30,29.8,65245.35,65209.46,35.89,UP,True,0.92,0.01,84.6,0.09,279.2,0.9436,0.0236,False
2026-06-17T14:24:45Z,1781706000,15,14.9,65226.4,65209.46,16.94,UP,True,0.71,0.24,44.6,0.54,17.3,0.8284,0.1184,True
2026-06-17T14:28:00Z,1781706300,120,119.9,65139.51,65202.77,-63.26,DOWN,True,0.87,0.01,1297.3,0.14,150.6,0.9726,0.1026,True
2026-06-17T14:28:30Z,1781706300,90,89.9,65154.86,65202.77,-47.91,DOWN,True,0.84,0.01,300.0,0.17,686.6,0.9573,0.1173,True
2026-06-17T14:29:00Z,1781706300,60,59.8,65149.25,65202.77,-53.52,DOWN,True,0.91,0.01,439.4,0.1,682.7,0.9925,0.0825,True
2026-06-17T14:29:30Z,1781706300,30,29.7,65154.13,65202.77,-48.64,DOWN,True,0.92,0.01,431.6,0.09,80.5,0.9996,0.0796,True
2026-06-17T14:29:45Z,1781706300,15,14.8,65177.41,65202.77,-25.36,DOWN,True,0.82,0.01,567.6,0.19,34.0,0.9813,0.1613,True
2026-06-17T14:33:00Z,1781706600,120,119.8,65139.88,65195.54,-55.66,DOWN,True,0.89,0.01,122.5,0.12,1429.4,0.9187,0.0287,False
2026-06-17T14:33:30Z,1781706600,90,89.7,65171.43,65195.54,-24.11,DOWN,True,0.7,0.01,1536.6,0.31,56.1,0.7327,0.0327,False
2026-06-17T14:34:00Z,1781706600,60,59.7,65133.75,65195.54,-61.8,DOWN,True,0.95,0.01,939.4,0.06,71.3,0.9656,0.0156,False
2026-06-17T14:34:30Z,1781706600,30,29.5,65122.35,65195.54,-73.19,DOWN,False,,,0.0,0.01,2399.2,1.0,,False
2026-06-17T14:34:45Z,1781706600,15,14.7,65120.44,65195.54,-75.1,DOWN,False,,,0.0,0.01,20727.4,1.0,,False
2026-06-17T14:38:00Z,1781706900,120,119.6,65124.86,65149.64,-24.77,DOWN,True,0.81,0.01,84.4,0.2,1073.2,0.7229,-0.0871,False
2026-06-17T14:38:30Z,1781706900,90,89.6,65055.02,65149.64,-94.61,DOWN,True,0.96,0.01,335.9,0.05,910.2,0.9691,0.0091,False
2026-06-17T14:39:00Z,1781706900,60,59.9,65070.96,65149.64,-78.68,DOWN,True,0.94,0.01,457.8,0.07,566.2,0.9861,0.0461,False
2026-06-17T14:39:30Z,1781706900,30,29.8,65091.37,65149.64,-58.27,DOWN,True,0.98,0.01,162.4,0.03,23.6,0.9993,0.0193,False
2026-06-17T14:39:45Z,1781706900,15,14.9,65060.5,65149.64,-89.14,DOWN,False,,,0.0,0.01,11513.7,1.0,,False
